"molecularWeight","netCharge","chargeDensity","aggregationPropensityInVivo","hydrophobicity","hydrophobicMoment","isoelectricPoint"
629.71304,-9,-0.006805763403569901,-1.1586666666666667,-3.8529411764705883,0.03327154666429925,3.0096945527475327
6284.006839999998,30,0.005960471075443198,1.14935,2.925,1.240531354101022,13.962399957701564
